WE|ACTV|CROP 北方地区要抓住晴好天气完成秋收扫尾工作，做好粮食通风晾晒储藏工作，防止发芽霉变
ENV 缺墒站点比例较上周增加1.5个百分点，较上年同期多1.6个百分点（表1）
WE 西南地区东部、江南、华南大部日照偏少
WE 预计未来11-20天，全国大部地区平均气温较常年同期偏高1～3℃，黄淮南部、江淮、江汉、江南、华南及西南地区东部累计降水量有8～25毫米，接近常年同期
ACTV 南方各地继续做好越冬作物、经济林果、水产养殖等防寒保暖工作
ACTV 受损果树及时修剪枝条、增施肥料，采取培土、树干涂白等措施防冻
WE 2022 年 01 月 03 日本周北方冬麦区气温陆续回升利于小麦越冬未来十天江南阴雨天气较多谨防农田湿渍害的不利影响一、本周天气特点及农业影响分析1.1本周天气特点本周，受冷空气后续影响，全国大部农区气温较常年偏低，其中，东北地区大部、西北地区、江淮、西南地区东部、江南和华南大部地区气温较常年同期偏低1～4℃，局部偏低4～6℃
WE 华北、黄淮北部和云南等地气温偏高1～4℃（图1）
WE 长江以北大部农区降水稀少，较常年同期偏少3～9成
WE 降水主要集中在四川东部、贵州、湖南、广西西部、云南东部和华南沿海等地，降水量普遍有10～50毫米（图2），较常年偏多3成至4倍
WE 长江以北大部农区日照较常年偏多3成至2倍，江南和华南大部、西南地区东南部日照较常年偏少3～9成（图3）
WE 受冷空气南下影响，27日早晨，气温0℃线位于贵州南部、广西北部至江西南部和浙江中部一带
WE 26日白天，贵州、湖南中北部、湖北西南部、江西西北部、四川南部等地出现降雪或雨夹雪，贵州铜仁、黔东南和湖南湘西、怀化、益阳等地出现暴雪
CROP 附一、作物生长发育状况监测评估1、作物发育进程和苗情注：“-”越冬期不统计苗情
 发育期后面括号表示进入该发育期的站点比例，下同
WE 2022 年 01 月 10 日本周冬麦区气象条件偏好西南东部江南西部阴雨寡照对作物不利未来十天冬麦区气温正常或偏高湘赣浙黔多阴雨需防农田湿渍害一、本周天气特点及农业影响分析1.1本周天气特点本周，全国大部农区气温较常年同期偏高1～4℃
WE 仅西南地区东部气温接近常年同期，黑龙江中北部偏低1～4℃（图1）
WE 江淮西部、江汉大部、江南中西部和西南地区东南部降水日数有3～6天，上述地区大部降水量普遍有10～50毫米（图2），较常年偏多5成至4倍
WE 黄淮南部普遍有5～25毫米降水，较常年偏多8成至2倍
WE 其余大部地区降水稀少
WE 华北东北部、东北地区大部、华南东部等地日照时数较常年偏多3～5成，广东大部偏多5成至1倍
WE 西北地区东南部、黄淮中西部、江汉、江南西部、西南地区东部等地日照较常年偏少3～9成（图3）
ACTV 东北地区要做好设施农业和畜牧业棚舍加固及防寒保暖工作
CROP 附一、作物生长发育状况监测评估1、作物发育进程注：发育期后面括号内表示进入该发育期的站点比例，下同
WE 江南南部和东部、华南西部、西南地区东南部降水日数多为3～6天，降水量普遍有5～25毫米，全国其余大部地区降水量不足5毫米或无降水（图2）
WE 全国大部地区日照时数接近常年同期或偏少，其中，黄淮西部、江汉中部、江南中西部、华南大部、西南地区东南部偏少3成至1倍
 仅西北地区东部、华北西部和西南地区东北部偏多3～8成（图3）
ACTV 建议东北地区要做好设施农业和牲畜圈舍防寒保暖工作
WE 2022 年 01 月 24 日 本周冬麦区气象条件良好江南南部华南西部多雨寡照未来十天南方大部降水过程持续须防御低温雨雪和农田湿渍害一、本周天气特点及农业影响分析1.1本周天气特点东北地区、西南地区西部气温较常年同期偏低1～4℃，全国其余大部农区气温接近常年同期或偏高1～4℃，其中内蒙古中西部、甘肃大部、新疆北部偏高4～6℃（图1）
WE 江汉、江南、华南大部、西南地区东部和南部降水日数多为3～7天，降水量普遍有5～25毫米，江南南部、华南西部、西南地区南部雨量有25～100毫米，全国其余大部地区降水量不足5毫米或无降水（图2）
WE 北方大部地区日照时数接近常年同期，华北东部、黄淮西部、江淮西部、江汉东部、江南南部、华南中东部、西南地区南部等地大部地区日照时数较常年同期偏少3～9成，西南地区东部日照时数偏多8成至2倍，部分地区偏多2倍以上（图3）
WE 局部地区降雪强度较大，易导致棚膜受损、棚体变形或倒塌
WE 南方大部地区以阴雨天气为主，降水偏多，江汉、江南、华南大部、西南地区东部气温正常或偏高
 当前，西南麦区小麦条锈病见病点多，局部病情扩展快，总体病情重于去年同期，但轻于常年同期
WE 预计南方大部地区多阴雨天气，累计降水量将有10～30毫米，其中，湖北、苏皖南部、湖南、江西、浙江、广西等地的部分地区将有40～80毫米，较常年同期显著偏多
WE 湖北、湖南、贵州、江西西北部平均气温较常年同期偏低1～3℃，上述地区以及云南东北部、广西北部山区将有冻雨，可能会对在地作物造成一定危害
ACTV 南方需及时清沟理墒，谨防农田湿渍害发生
ACTV 湖北、湖南、贵州、云南东北部和广西北部山区需做好冻雨灾害防范，通过秸秆覆盖、增施热性肥等方式减轻冻雨危害
WE 周内中东部出现2次大范围雨雪天气，甘肃、陕西、河南、湖北、安徽、江苏、湖南、贵州等地的部分地区出现强降雪，江淮南部、江汉南部、江南北部等地累计雨量有50～100毫米（图2），上述大部地区降水偏多8成至4倍
 全国大部农区日照不足，华北南部、西北地区东部、黄淮西部、江淮、江汉、江南、华南大部、西南地区东部等地日照时数较常年同期偏少5至9成（图3）
WE 南方大部气温将较常年同期偏低2～4℃，且多阴雨雪天气，雨雪分界线位于贵州中部至江南北部一线
WE 其中湖南、贵州、广西等地部分地区气温偏低3～5℃
ACTV 利用冷空气过程，开展果园清园工作，剪掉病叶、病枝，并将病残体移出园地进行焚烧，以破坏害虫越冬场所，减少病虫源
WE 周内，西北地区东部、华北北部、辽宁南部等地出现小到中雪、局地大到暴雪
WE 南方大部地区仍多雨雪天气，西南地区东部、江汉、江淮、江南北部等地部分地区出现小到中雪、雨转雪或雨夹雪，其中贵州和浙江局地出现大到暴雪，江南南部、华南大部等地出现小到中雨、局地大雨，累计雨量有25～100毫米（图2），较常年同期偏多8成至4倍
WE 南方大部农区日照偏少，西南地区东部、江南大部、华南中东部和南部等地日照时数较常年同期偏少5～9成，北方大部农区日照接近常年同期或偏多，其中华北南部、黄淮大部偏多3～8成（图3）
 西藏日喀则等地出现大到暴雪，畜牧业遭受一定损失
WE 南方大部气温较常年同期偏低，部分地区偏低2～4℃，且仍多阴雨雪天气，其中江南南部、华南北部累计降水量有50～80毫米
ENV 部分地区土壤持续偏湿，局地农田可能出现渍害（图4）
ACTV 建议南方地区继续做好油菜、露地蔬菜等在田作物田间管理，确保沟渠畅通，防范渍害和寒冻害
WE 本周，全国大部农区气温较常年同期偏高1～4℃（图1）
WE 西北地区东南部、黄淮东北部、东北地区东部等地降水量有10～25毫米
WE 西南地区东部、江淮大部、江汉大部、江南大部、华南西北部等地有25～100毫米，局地超过100毫米（图2），上述大部地区降水较常年同期偏多5成至4倍
WE 全国其余农区降水不足10毫米
WE 北方大部农区日照接近常年同期或偏少，西北地区东部等地偏少3～8成
WE 南方大部农区日照接近常年或偏多3成以上，华南大部偏多1至2倍（图3）
WE 北方地区气温起伏较大，冷空气主要影响时段在4月21-22日及25-26日
ACTV 建议：东北地区应利用晴好天气及时整地，趁墒适时播种春玉米，土壤过湿地区注意翻耕散墒
ACTV 一季稻区要做好播种育秧工作，并加强秧田水肥管理，培育壮秧
ACTV 黄淮南部、江淮、江汉等地注意做好小麦赤霉病的监测防治
ACTV 江南、华南早稻区应避开强降水天气适时移栽早稻（图4）
WE 本周，长江以北大部农区气温接近常年同期或偏高1～4℃，江南中南部、华南、西南地区西部和南部气温偏低（图1）
WE 全国大部农区降水量接近常年同期或偏少3成至1倍，仅内蒙古中部、黑龙江中部、吉林中西部、云南东部和南部、贵州西部等地降水量偏多（图2）
WE 全国大部农区日照接近常年同期或偏多，其中黄淮西部、江淮西部、西南地区东部偏多5成至1倍
WE 华南大部、云南中南部日照较常年同期偏少3成至1倍（图3）
ACTV 建议：东北地区注意避开大风天气及时整地，进入适播期的地区应适当抢墒播种，土壤过湿地区注意及时翻耕散墒
ACTV 一季稻区要根据温度变化做好播种育秧工作，力争培育壮秧
ACTV 西北春播区注意加强春播作物田间管理，及时查苗补苗，确保苗齐苗壮
ACTV 降水偏多地区要抓住降水间隙，及时补喷施药，防御小麦赤霉病流行
ACTV 江南早稻区应避开强降水、强对流等不利天气适时移栽早稻（图4）
WE 本周（4月24-30日），北方大部农区气温接近常年同期或略偏低，其中内蒙古东北部、东北地区西北部、新疆北部气温偏低2～4℃，新疆西南部、西藏西北部偏高1～2℃，南方大部农区气温正常或偏高1～4℃（图1）
WE 东北地区北部、内蒙古东北部、华北西部和北部、西北地区大部、长江中下游地区、西南地区东部和北部农区降水量较常年同期偏多3成至5倍，全国其余农区大部降水接近常年同期或偏少3～9成（图2）
WE 全国大部农区日照时数接近常年同期或偏少，其中华北南部、黄淮中西部、江淮西部、江汉西部和南部、江南北部等地偏少5～8成，华南南部、西南地区南部日照较常年同期偏多3～8成（图3）
WE 但黑龙江大部气温偏低2～4℃，降水偏多，对春播不利
ACTV 西北春播区需注意查苗补苗，确保苗齐苗壮
ACTV 江南应利用7日之前的有利天气，抓紧完成早稻移栽扫尾工作（图4）
WE 本周（5月1-7日），北方大部农区气温接近常年同期或偏高1～2℃，其中新疆北部偏高2～4℃
